Mijello rose madder
Mijello ultramarine blue
Holbein violet
Winsor Newton-Cotman yellow ochre
Winsor Newton-Pro quinacridone gold
Holbein lavender
Daniel Smith indigo
Daniel Smith tigers eye
Holbein opera red
ShinHan raw umber
Sennelier paynes grey
Sennelier indian yellow
ShinHan maroon
ShinHan ultramarine blue
ShinHan violet
